,cell_id,cell_type,numb_events,wp_avg,wp_amplitude_pre,wp_amplitude_post,vm_avg,vm_amplitude_pre,vm_amplitude_post,ap_avg,ap_psth,ap_fr_pre,ap_fr_post
105,TK496_3,EXC,5,"[198.161   198.161   198.161   198.161   198.161   198.161   198.161
 198.161   198.161   198.161   198.161   198.161   198.21826 198.161
 198.21826 198.21826 198.21826 198.21826 198.21826 198.21826 198.16102
 198.16102 198.16102 198.161   198.161   198.10376 198.0465  198.16102
 198.10376 198.10376 198.16102 198.21826 198.21826 198.21826 198.21826
 198.21826 198.21826 198.21826 198.21826 198.21826 198.21826 198.21826
 198.21826 198.21826 198.21826 198.16102 198.16102 198.10378 197.98928
 198.10376 198.21826 202.2254  207.72092 204.7442  206.06082 203.65652
 204.4007  205.1449  205.08766 205.31662 205.03042 204.97318 206.63328
 202.96956 204.22898 203.19858 205.48838 203.02682 199.82112 200.79428
 203.08408 202.1109  203.4848  203.82826 203.48478 199.99286 201.30948
 202.74062 198.96244 197.35956 200.27908 200.96602 201.195   200.45082
 199.87834 200.16458 201.13776 201.02328 201.82468 200.85152 200.67978
 199.53488 200.73702 200.05012 199.24868 198.90518 199.13418 199.47762
 199.9356  199.01966]",198.17908210526318,204.10243789473688,"[-0.05459163 -0.054589   -0.05456071 ... -0.05313544 -0.05314004
 -0.05313149]",-52.35236661468956,-48.20732606235724,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. 4. 4. 0. 8. 0. 0. 8. 0. 0. 4. 4. 4. 4. 0. 0. 8. 0.],1.000250062515629,2.000500125031258
106,TK496_4,EXC,6,"[194.33513333 194.28741667 194.28741667 194.19201667 194.23971667
 194.28741667 194.28741667 194.28741667 194.28741667 194.28741667
 194.28741667 194.28741667 194.33513333 194.28741667 194.33513333
 194.28741667 194.28741667 194.23971667 194.23971667 194.23971667
 194.23971667 194.23971667 194.23971667 194.23971667 194.23971667
 194.23971667 194.28743333 194.23973333 194.28743333 194.28743333
 194.28743333 194.28743333 194.28743333 194.28743333 194.28743333
 194.28743333 194.23971667 194.23971667 194.28743333 194.23971667
 194.23971667 194.28743333 194.23971667 194.23971667 194.28743333
 194.28743333 194.23971667 194.14431667 193.9535     193.38103333
 193.09483333 195.0984     201.72926667 208.07393333 208.21706667
 202.0155     203.73285    206.3089     208.31248333 205.92725
 200.25046667 200.25045    201.25225    203.78056667 204.35303333
 203.87598333 200.25046667 199.29636667 201.63388333 202.0632
 200.29815    199.53486667 197.62673333 196.86346667 199.24865
 199.67798333 200.53666667 199.24866667 199.91651667 197.48361667
 197.53131667 197.14966667 197.86523333 197.19736667 196.81576667
 196.33871667 196.29101667 195.43235    195.86166667 195.67085
 195.81396667 195.76625    195.48003333 196.38641667 195.57543333
 193.71498333 193.28563333 193.38105    193.57188333 194.19201667]",194.28239824561402,202.49757631578947,"[-0.06713777 -0.06718052 -0.06716573 ... -0.06876783 -0.06876838
 -0.06876947]",-66.69054536460916,-67.19516544495282,[0. 0. 0. ... 0. 0. 0.],"[0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         6.66666667
 0.         0.         0.         0.         0.         0.
 0.         0.        ]",0.0,1.6670834375260482
107,TK497_2,EXC,9,"[188.64278889 188.87443333 189.04814444 189.30873333 188.96127778
 188.87442222 188.78755556 188.8165     188.78755556 188.7586
 188.84546667 188.87442222 188.84545556 188.72963333 188.75858889
 188.75858889 188.8165     188.70067778 188.75858889 188.78754444
 188.7586     188.58485556 188.55591111 188.55591111 188.58486667
 188.64277778 188.64278889 188.61383333 188.64278889 188.58487778
 188.67174444 188.67173333 188.7007     188.7586     188.75858889
 188.67174444 188.61383333 188.72964444 188.87441111 189.01917778
 189.04813333 189.01918889 188.8165     188.67174444 188.61383333
 188.41114444 188.35323333 188.0637     187.86102222 187.57148889
 187.48463333 189.01917778 189.65616667 189.80095556 189.30873333
 188.03475556 189.45351111 187.91894444 186.90554444 188.44008889
 189.25082222 187.3688     188.06371111 189.01917778 189.0192
 188.87443333 187.88997778 187.68728889 187.54254444 187.39776667
 186.93447778 186.67391111 186.99241111 188.41114444 185.16828889
 186.38435556 188.00578889 188.72963333 188.61382222 187.19507778
 185.80528889 186.00797778 186.84763333 186.67388889 186.90553333
 186.73182222 185.42888889 182.27288889 183.95223333 186.00795556
 185.86321111 185.05246667 185.92112222 185.92108889 185.86318889
 187.02135556 186.64496667 186.21064444 184.21283333 184.56025556]",188.8393649122807,188.45991929824564,"[-0.05594866 -0.055945   -0.05593587 ... -0.05558471 -0.05556754
 -0.05557521]",-56.81086273222939,-54.07347151613066,[0. 0. 0. ... 0. 0. 0.],"[2.22222222 0.         0.         0.         2.22222222 0.
 0.         0.         0.         0.         0.         2.22222222
 4.44444444 0.         0.         2.22222222 4.44444444 8.88888889
 2.22222222 4.44444444]",0.5556944791753493,1.6670834375260482
108,TK497_3,EXC,3,"[197.65316667 197.8193     198.1516     198.1516     198.1516
 198.23466667 197.98543333 197.8193     197.65316667 197.90236667
 197.73623333 197.2378     197.65316667 197.73623333 197.9855
 197.9024     197.98546667 197.98543333 197.98546667 198.1516
 198.06853333 198.06853333 198.06853333 198.06853333 197.8193
 197.9024     197.9024     197.98546667 197.9024     198.1516
 198.23466667 197.98546667 197.9024     198.06853333 198.06853333
 197.98546667 198.06853333 198.1516     198.1516     198.06853333
 198.15163333 198.2347     198.31773333 198.23466667 197.98546667
 198.0685     197.65316667 197.3209     196.9886     196.40706667
 196.90553333 196.24093333 200.89306667 202.13913333 196.15786667
 198.40083333 199.89616667 197.07163333 194.16406667 187.93353333
 189.84423333 198.2347     204.29906667 206.20976667 198.81616667
 195.32713333 193.91486667 195.82553333 198.8162     200.0623
 201.39146667 200.80996667 199.9792     200.14536667 199.8131
 199.3977     199.8131     200.06233333 200.64383333 199.89616667
 198.31773333 199.23156667 200.06233333 200.89303333 200.97613333
 199.3146     198.73313333 198.8162     198.98233333 198.73313333
 198.4839     198.56696667 198.98233333 198.8162     198.73313333
 198.73313333 198.8162     198.73313333 198.8162     198.8162    ]",197.88052105263156,197.42581228070173,"[-0.06806133 -0.06805804 -0.06806023 ... -0.06693333 -0.06694539
 -0.06695197]",-65.2531282343531,-62.78075591280796,[0. 0. 0. ... 0. 0. 0.],"[6.66666667 0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.        ]",1.6670834375260482,0.0
109,TK498_1,EXC,10,"[179.72809 179.84258 179.78533 179.75671 179.78533 179.61358 179.78533
 179.92843 179.98568 179.92844 180.01431 179.92844 179.98569 179.89983
 179.8712  179.7281  179.75673 179.87121 179.87119 180.10016 180.1002
 179.92845 179.89981 179.84258 179.95707 180.01432 179.84257 179.75671
 179.75671 179.92845 179.92846 180.10018 180.10018 180.01431 179.92844
 180.2433  180.30053 180.21466 180.32915 180.32916 180.38641 180.04295
 180.01432 180.04294 180.21467 180.21467 180.04292 180.52951 180.93024
 180.44365 180.93024 183.53487 187.19858 188.17172 188.77282 189.63149
 189.03043 190.17532 189.57423 188.34347 184.53667 186.99822 186.85509
 184.16459 184.65117 184.47943 183.9356  183.50625 183.24866 183.04832
 182.38997 181.81753 183.73523 183.64939 183.99284 184.73703 185.28086
 185.30948 182.70482 180.70125 182.87656 183.84973 184.27905 182.59033
 182.161   182.61896 182.9338  182.64759 181.07334 179.75671 181.15921
 181.18784 183.04831 182.7907  182.10375 182.10375 182.67619 182.10377
 180.64402 181.18782]",179.84558947368419,186.19678157894737,"[-0.05083144 -0.05080744 -0.05083901 ... -0.05044174 -0.05043023
 -0.05041248]",-50.02803291784392,-52.78875534614451,[0. 0. 0. ... 0. 0. 0.],"[ 6.  4.  6. 12.  4.  4. 10. 16. 18.  8.  0.  0.  2.  0.  2.  4. 18.  6.
 10.  4.]",7.001750437609402,0.5001250312578145
110,TK499_2,EXC,12,"[191.2105     191.35360833 191.56828333 191.47288333 191.35361667
 191.32975833 191.37746667 191.3059     191.11509167 190.876575
 190.971975   190.828875   190.90043333 190.87655    190.92426667
 190.97196667 190.97196667 190.971975   190.85271667 190.8527
 190.85270833 190.85270833 190.78115    190.7096     190.78115
 190.87656667 190.876575   190.92426667 190.92428333 190.73345833
 190.70961667 190.66190833 190.56648333 190.518775   190.661875
 190.73344167 190.80500833 190.70959167 190.75730833 190.805
 190.66188333 190.42336667 190.161      190.351825   190.37566667
 190.37566667 190.23255    190.11328333 189.946325   190.06559167
 189.970175   191.73524167 194.38284167 196.17173333 195.74240833
 193.04711667 196.12403333 196.02863333 193.69111667 195.8855
 196.624925   196.74419167 194.62135    194.09660833 194.02504167
 193.404875   192.92785    192.92785833 192.04531667 190.94811667
 194.31125833 194.335125   193.97735    193.59570833 192.90400833
 192.188425   192.737025   192.25999167 192.76088333 193.07095833
 192.737025   191.97375    191.68753333 192.11688333 192.54621667
 192.92785    192.88014167 191.90220833 191.52056667 192.37925
 192.71318333 192.68933333 191.99760833 191.043525   191.8068
 192.23613333 192.78474167 193.07095833 193.16635833 192.33154167]",191.1176004385965,194.22088508771932,"[-0.05337523 -0.05338208 -0.05339496 ... -0.05728373 -0.05726674
 -0.05725824]",-55.41477928861192,-56.00199514541182,[0. 0. 0. ... 0. 0. 0.],"[1.66666667 0.         3.33333333 1.66666667 0.         0.
 3.33333333 0.         3.33333333 3.33333333 0.         1.66666667
 5.         5.         3.33333333 6.66666667 5.         8.33333333
 1.66666667 3.33333333]",1.6670834375260482,2.9173960156705845
111,TK502_1,PV,25,"[191.669416 191.646508 191.680856 191.738108 191.772444 191.738104
 191.772448 191.772456 191.818248 191.818244 191.806788 191.829688
 191.932736 191.967084 192.03578  192.035776 192.047224 192.001428
 192.024332 192.070128 192.138836 192.047228 192.047232 191.944196
 191.978536 192.058676 192.058672 192.08158  192.081572 192.070132
 191.989984 192.03578  192.047228 192.024336 191.978536 191.864044
 192.070124 192.161716 192.093028 192.01288  191.967092 191.967092
 192.01288  191.955636 192.058672 191.967092 191.875488 191.646508
 191.474772 191.131304 191.37174  191.635056 191.65796  191.88694
 195.252956 193.650092 193.203572 194.646152 195.035424 194.852244
 193.043296 194.314136 193.684444 194.119488 193.856176 194.772104
 193.512696 192.734164 192.642568 192.848656 193.283716 193.695892
 193.054744 192.608228 192.883004 192.871544 193.14632  192.001436
 191.715196 191.86404  192.390692 192.585324 192.425036 191.646508
 192.883    193.295164 193.444004 192.631128 191.222896 190.661892
 190.616096 191.520576 190.719144 191.1313   190.925228 190.627552
 191.463336 192.825764 192.26476  191.657956]",191.847772,193.46690568421056,"[-0.06122475 -0.06119436 -0.0611624  ... -0.05880986 -0.05879472
 -0.05879142]",-61.31814548109186,-52.25136690577069,[0. 0. 0. ... 0. 0. 0.],"[10.4 10.4 13.6  9.6 13.6 14.4 14.4 26.4 13.6 16.  40.8 47.2 43.2 40.
 28.8 31.2 37.6 36.8 23.2 20. ]",11.00275068767192,42.81070267566892
112,TK502_2,PV,14,"[191.47967857 191.43879286 191.35700714 191.35701429 191.37746429
 191.37745714 191.41834286 191.37745714 191.35701429 191.39790714
 191.35702143 191.33657857 191.31613571 191.29568571 191.27523571
 191.2139     191.19345714 191.23434286 191.21389286 191.29567143
 191.33656429 191.31612857 191.31612143 191.37745    191.35701429
 191.35701429 191.33656429 191.29567143 191.27522857 191.2139
 191.29567857 191.31612143 191.35700714 191.35701429 191.33657143
 191.35701429 191.35701429 191.35701429 191.35700714 191.29567857
 191.23435    191.11168571 191.07078571 191.29568571 191.41835
 191.68412857 191.60235714 192.2157     192.25657857 192.27702143
 192.64502857 194.01483571 195.24151429 193.01303571 194.87350714
 195.13927857 197.12242857 194.89395    194.62815714 194.62816429
 194.79172857 193.72859286 193.66725    193.74905    193.44236429
 193.19703571 192.84947857 192.78814286 192.35881429 192.74724286
 191.86812143 192.66547143 192.27702857 194.17837857 194.21927143
 193.87170714 193.07437857 192.64502857 192.76770714 191.97036429
 192.72681429 192.1748     192.27702143 192.74725714 192.80857857
 192.54280714 192.0317     191.60234286 191.5819     190.86634286
 190.62100714 190.98901429 190.84589286 191.19345714 192.27702143
 192.56326429 192.54280714 192.01124286 191.17300714 191.76589286]",191.33549398496245,194.04065037593983,"[-0.04528775 -0.04528402 -0.04525969 ... -0.04018614 -0.04017468
 -0.04014283]",-43.00367797018187,-42.9041983724826,[0. 0. 0. ... 0. 0. 0.],"[37.33333333 32.         40.         29.33333333 29.33333333 50.66666667
 36.         50.66666667 44.         37.33333333 20.         33.33333333
 37.33333333 44.         37.33333333 38.66666667 45.33333333 46.66666667
 50.66666667 40.        ]",34.675335500541806,33.67508543802617
113,TK502_3,PV,24,"[189.67202917 189.64817083 189.67202917 189.70780833 189.672025
 189.71973333 189.83899583 189.7674375  189.7674375  189.82705833
 189.73165417 189.69587083 189.8509125  189.85091667 189.77935417
 189.66009583 189.57661667 189.56468333 189.63624167 189.68394167
 189.70780417 189.74357917 189.79127917 189.68395    189.743575
 189.77935417 189.77935417 189.77935    189.8270625  189.79127917
 189.80320833 189.74357917 189.76743333 189.79128333 189.80320833
 189.81513333 189.85090833 189.8389875  189.76742917 189.8389875
 189.77935417 189.77935    189.77935833 189.75550833 189.69588333
 189.73164167 189.767425   189.898625   190.101375   190.07751667
 190.29217083 191.05545    192.68932083 191.74716667 191.97376667
 191.83064167 191.9022125  191.49672917 191.60405417 192.0095375
 191.87834583 191.3416875  190.81692917 190.87655833 190.80500833
 190.72152917 190.1490625  190.542625   190.00595833 190.18485
 189.994025   190.42336667 191.04352083 190.68575    189.94632917
 191.28205833 190.94811667 190.07751667 190.87655417 190.23255
 190.17292917 189.445425   190.1371375  190.196775   189.67202917
 189.2546125  189.350025   189.54084167 188.84914167 188.61060417
 188.68217917 189.39773333 188.36017083 187.84735417 188.26474583
 188.16933333 188.57483333 188.336325   187.89504583 187.7519375 ]",189.71784583333334,191.24940811403508,"[-0.06102863 -0.06101945 -0.06100849 ... -0.05678798 -0.05676879
 -0.05675112]",-58.450598513487066,-52.93982345096635,[0. 0. 0. ... 0. 0. 0.],"[12.5         9.16666667 14.16666667  9.16666667  8.33333333 13.33333333
 13.33333333 20.83333333  4.16666667  8.33333333 20.83333333 18.33333333
 32.5        11.66666667 18.33333333 19.16666667 12.5        21.66666667
 21.66666667  9.16666667]",11.252813203300825,20.838542969075597
114,TK504_1,EXC,5,"[184.9772  184.9772  184.92508 184.92508 184.9772  184.97718 185.0293
 184.97718 185.13354 185.0293  184.97718 185.0293  184.97718 185.0293
 185.13354 185.08142 185.08142 184.97718 185.08142 185.08142 185.08142
 185.18566 185.23778 185.23778 185.23778 185.23778 185.23778 185.2899
 185.2899  185.39414 185.2899  185.2899  185.13356 185.13356 185.23778
 185.13354 185.18566 185.18566 185.18566 185.0293  185.08144 184.9772
 185.23778 185.44626 185.23778 185.0293  185.18568 185.02932 184.76874
 184.82088 184.7166  186.1759  189.19872 192.01302 192.06514 192.16936
 194.0977  192.16936 193.62864 193.00326 190.39738 187.89576 188.88602
 188.41694 188.83388 192.84692 192.95112 191.33552 187.16614 187.16614
 191.12704 194.72312 189.56352 188.05212 190.76222 193.0554  188.99024
 186.69706 186.69708 188.52118 189.30294 186.22802 184.29968 188.6254
 191.43976 187.9479  185.13354 182.0065  183.88274 187.114   187.16614
 186.12376 183.98698 188.78176 190.3974  187.6873  183.93486 180.33878
 179.66124 180.33878]",185.0155894736842,190.41933578947368,"[-0.06038352 -0.06039602 -0.06041707 ... -0.0560419  -0.05604387
 -0.05598994]",-63.06163865141366,-61.74849158232012,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 4. 0. 0. 0.],0.0,0.0
115,TK504_2,EXC,11,"[184.29968182 184.2523     184.2523     184.18122727 184.20491818
 184.20491818 184.20491818 184.27599091 184.20491818 184.15754545
 184.34705455 184.11015455 184.37074545 184.39443636 184.22860909
 184.37073636 184.29966364 184.22860909 184.25229091 184.11015455
 184.34704545 184.20491818 184.03908182 183.9917     184.01539091
 184.03909091 184.11015455 184.15753636 184.18122727 184.2286
 184.27598182 184.2286     184.20491818 184.22860909 184.27598182
 184.2523     184.2286     184.2286     184.15753636 184.18123636
 184.11016364 184.08646364 184.03909091 184.03909091 184.34703636
 184.34704545 184.18121818 184.41812727 184.29968182 184.84455455
 184.84454545 186.21852727 188.06633636 188.56381818 186.69234545
 189.77198182 190.34052727 189.62986364 187.56885455 188.49275455
 189.67722727 187.21349091 188.37430909 189.79568182 191.54871818
 188.16108182 187.80574545 188.27953636 185.91056364 186.10008182
 185.81581818 186.21853636 184.91560909 187.14242727 187.85312727
 187.18981818 186.90552727 184.89191818 183.61267273 183.73110909
 184.84453636 185.72104545 185.67366364 185.29464545 183.39946364
 184.96296364 183.96800909 182.33342727 183.82587273 184.2286
 183.18626364 182.52294545 182.45187273 182.4045     181.4806
 182.04914545 183.56530909 182.57032727 181.22       181.26739091]",184.254790430622,188.26083732057418,"[-0.06003553 -0.06006931 -0.06006662 ... -0.05458212 -0.05457674
 -0.05456926]",-56.2141042428792,-54.211400302673155,[0. 0. 0. ... 0. 0. 0.],"[ 5.45454545 10.90909091 10.90909091  3.63636364 10.90909091  1.81818182
  3.63636364 14.54545455  3.63636364  9.09090909  3.63636364  5.45454545
  1.81818182  1.81818182  1.81818182  0.          5.45454545  5.45454545
  3.63636364  3.63636364]",7.72920502852986,3.1826138352770013
116,TK506_2,SST,6,"[188.03816667 188.08586667 188.08586667 188.08586667 188.08586667
 188.08586667 188.13356667 188.03816667 188.03816667 188.08586667
 188.03816667 188.03816667 188.03816667 188.03816667 188.03816667
 188.08585    188.13356667 188.08586667 188.03816667 188.03816667
 187.99046667 188.03816667 188.03816667 187.99046667 187.99046667
 187.99046667 188.03816667 188.03816667 188.03816667 187.99046667
 187.99046667 187.99046667 187.99046667 187.99046667 187.99046667
 188.03816667 188.03816667 188.03816667 188.03816667 188.03816667
 188.03816667 188.03816667 188.08586667 187.99046667 187.99046667
 187.99046667 187.99045    187.84735    187.94275    188.46751667
 188.61061667 190.28025    193.09483333 196.00476667 196.81573333
 196.76803333 193.90576667 195.43231667 196.1956     195.57543333
 194.0489     196.52951667 198.7716     198.19916667 196.5772
 195.05066667 195.52771667 195.43233333 196.38641667 194.28741667
 194.33513333 194.62133333 194.19201667 193.57185    193.28561667
 195.57541667 195.3846     193.85808333 193.71496667 195.3846
 196.48181667 196.00476667 195.05068333 193.66726667 192.52235
 192.14071667 192.57006667 194.28741667 194.1443     191.90221667
 190.90041667 191.32976667 192.61778333 193.95348333 195.19381667
 196.24331667 194.33513333 192.18843333 191.85451667 193.23791667]",188.0682921052632,195.22141403508772,"[-0.04791369 -0.04792739 -0.04795041 ... -0.05418834 -0.05416257
 -0.05416586]",-47.877929247774695,-52.57339444946234,[0. 0. 0. ... 0. 0. 0.],"[ 6.66666667 20.          3.33333333 16.66666667  3.33333333 16.66666667
  3.33333333 16.66666667  0.          3.33333333 10.         10.
  3.33333333  0.          0.          3.33333333  3.33333333  0.
  6.66666667  3.33333333]",11.669584062682334,5.834792031341169
117,TK506_3,SST,6,"[183.98331667 183.9356     183.93561667 183.84021667 183.64938333
 183.69708333 183.60168333 183.79248333 183.7448     183.55398333
 183.64936667 183.55398333 183.36316667 183.41086667 183.45856667
 183.45856667 183.60166667 183.7448     183.8402     183.8879
 183.84018333 183.9356     183.9356     183.8402     183.64936667
 183.64938333 183.60168333 183.60168333 183.60166667 183.64938333
 183.60168333 183.64938333 183.55398333 183.60168333 183.64938333
 183.64938333 183.69708333 183.69708333 183.79248333 183.79248333
 183.64938333 183.69708333 183.69708333 183.64936667 183.31545
 183.36315    183.22005    182.6476     182.8861     183.02923333
 182.8861     185.84376667 189.61241667 188.89685    188.84911667
 189.37386667 190.94813333 190.66188333 188.89685    186.70241667
 188.22896667 188.56291667 189.32616667 186.13       185.41445
 186.3685     186.46391667 185.60523333 185.2713     184.98508333
 186.2254     186.32081667 185.70065    185.03281667 185.27133333
 185.27131667 182.07515    182.36136667 184.17413333 184.79428333
 181.31186667 178.49733333 179.11746667 180.40548333 181.78891667
 182.07513333 183.69708333 185.50983333 185.55753333 183.60168333
 185.31903333 185.93916667 184.17411667 183.55398333 183.74478333
 183.98331667 184.46033333 184.07873333 183.22005    183.74478333]",183.67449210526314,187.58120263157895,"[-0.0538962  -0.05387154 -0.05386003 ... -0.05216146 -0.05213954
 -0.05213844]",-52.594011364530985,-53.693696296801676,[0. 0. 0. ... 0. 0. 0.],"[ 6.66666667  3.33333333  6.66666667  3.33333333  0.         10.
  3.33333333  0.          0.          3.33333333  0.          0.
  3.33333333 10.          6.66666667 10.         13.33333333 10.
  3.33333333 13.33333333]",5.001250312578145,3.3341668750520963
118,TK509_1,EXC,9,"[189.99402222 190.12122222 190.28024444 190.37565556 190.28024444
 190.12123333 189.99401111 190.05762222 190.18483333 190.37566667
 190.37566667 190.05763333 190.05762222 189.99403333 189.96222222
 189.96222222 189.96222222 189.96222222 190.05763333 189.99403333
 189.89862222 189.77141111 189.67601111 189.67601111 189.80321111
 189.83502222 189.86682222 190.02584444 189.8032     189.93041111
 189.7714     189.5488     189.80321111 189.676      189.64421111
 189.70781111 189.6442     189.54877778 189.83502222 189.58058889
 189.35795556 189.35796667 189.676      190.05765556 189.70781111
 189.5806     189.517      189.51698889 189.86683333 190.56648889
 190.7891     192.25203333 197.02245556 200.17094444 197.27688889
 191.80678889 193.55594444 197.75392222 196.76804444 192.69727778
 192.37925556 194.70085556 194.57363333 193.33333333 191.8068
 193.36513333 194.66903333 195.97296667 194.60545556 192.72908889
 191.58416667 193.90578889 195.59133333 195.78213333 194.54183333
 194.57363333 194.73266667 194.1284     194.0966     193.14253333
 192.25203333 192.85628889 192.82447778 192.53827778 193.65136667
 193.96938889 192.60186667 191.71137778 191.96581111 192.53827778
 193.26973333 193.42874444 193.42873333 194.0012     194.98707778
 194.00118889 192.85628889 192.22023333 192.22023333 190.94812222]",190.11453859649126,194.49999298245618,"[-0.05491494 -0.0549248  -0.05491603 ... -0.05369954 -0.05368256
 -0.05366595]",-55.24554409352627,-52.97131469609326,[0. 0. 0. ... 0. 0. 0.],"[2.22222222 2.22222222 0.         2.22222222 0.         2.22222222
 2.22222222 0.         2.22222222 2.22222222 0.         0.
 2.22222222 2.22222222 2.22222222 2.22222222 0.         0.
 0.         4.44444444]",1.6670834375260482,1.1113889583506986
119,TK509_2,PV,13,"[190.50776154 190.41969231 190.39767692 190.33162308 190.35363077
 190.44170769 190.46371538 190.39766923 190.39766923 190.37565385
 190.59582308 190.59581538 190.77196923 190.5518     190.59583846
 190.63986154 190.52977692 190.44170769 190.52978462 190.46372308
 190.50775385 190.5518     190.39768462 190.39768462 190.39767692
 190.41969231 190.37565385 190.41969231 190.50775385 190.48573846
 190.39766923 190.37565385 190.55179231 190.63986154 190.55179231
 190.44170769 190.59583077 190.52978462 190.59583846 190.4197
 190.41969231 190.5518     190.46373077 190.63986923 190.88206154
 190.88205385 190.94809231 191.14626154 191.30037692 191.25634615
 191.71872308 193.83240769 196.71667692 197.86157692 198.19183077
 195.72588462 194.09659231 194.03054615 195.39562308 195.83596154
 195.72587692 194.07457692 193.65625385 195.63781538 196.27631538
 195.04334615 193.0618     192.70950769 193.0838     192.90766154
 192.97372308 194.09658462 193.85441538 193.85440769 192.64346154
 193.21590769 193.9645     194.25071538 193.45809231 192.11503846
 192.13706154 193.2159     193.30396154 193.65626154 190.90409231
 190.50776154 191.49855385 193.30396923 193.48010769 193.25993846
 191.78477692 190.08945385 190.77196923 191.41048462 191.69672308
 190.90407692 190.86004615 190.46373077 191.93890769 193.59021538]",190.49153562753037,194.87763765182186,"[-0.05616469 -0.05614929 -0.05612756 ... -0.05319774 -0.05324043
 -0.05331246]",-54.53198774884198,-52.10374003076494,[0. 0. 0. ... 0. 0. 0.],"[107.69230769  76.92307692  75.38461538  60.         106.15384615
  98.46153846  64.61538462  36.92307692 116.92307692  72.30769231
 124.61538462  69.23076923 144.61538462 121.53846154 143.07692308
  90.76923077  89.23076923  69.23076923  76.92307692 116.92307692]",80.02000500125033,115.02875718929734
120,TK511_1,PV,14,"[185.98004286 185.85738571 185.77561429 185.79606429 185.85739286
 185.87783571 185.89828571 185.87782857 185.91872857 185.8574
 186.0005     185.91872143 186.02094286 186.10272143 186.02095
 186.02095714 185.95961429 185.93917857 185.98006429 186.10272857
 186.10272143 186.02095714 185.87782857 185.79605714 185.83695714
 185.93916429 186.02095    186.06185    185.91872857 185.87784286
 185.81650714 185.83693571 185.98006429 186.06184286 186.10273571
 186.22539286 186.22538571 186.1845     186.12316429 186.32762143
 186.20494286 186.32760714 186.22537857 186.28671429 186.20495
 186.22538571 186.18450714 186.36851429 186.28674286 186.34807143
 186.51162143 188.76053571 193.27881429 195.32327857 195.28239286
 192.82903571 193.07435714 196.77485    197.83797143 194.93485
 191.47967857 190.51877857 190.62099286 191.99079286 191.99080714
 189.72142857 187.14540714 188.71964286 190.19167143 190.70279286
 190.27345    189.57832857 188.43342143 189.12853571 188.47431429
 189.25122143 188.10631429 187.00228571 187.49296429 188.06542143
 188.20854286 189.63966429 188.20854286 187.84052857 190.66189286
 189.37387143 187.0432     187.00230714 189.18989286 191.47967143
 191.76590714 190.96857857 189.333      189.80321429 191.76590714
 192.66547143 192.17480714 189.59876429 190.51878571 191.23435   ]",185.92948571428573,191.94667932330827,"[-0.05690457 -0.0569312  -0.05692729 ... -0.05393012 -0.05391411
 -0.05386334]",-58.283998268966734,-52.32504572166059,[0. 0. 0. ... 0. 0. 0.],"[ 1.42857143  2.85714286  2.85714286  1.42857143  4.28571429 10.
  8.57142857  2.85714286  5.71428571  8.57142857 50.         51.42857143
 47.14285714 41.42857143 44.28571429 47.14285714 51.42857143 55.71428571
 44.28571429 52.85714286]",2.143392991104919,47.511877969492375
121,TK511_2,PV,29,"[188.93466207 188.94452414 188.99387931 188.98401034 188.97414828
 188.96427931 188.99388621 189.00375517 189.06297586 189.07284138
 189.13206207 189.13206207 189.08271724 189.00376207 189.00375862
 189.03336207 189.01362414 189.04323793 189.01362759 189.01362759
 188.9544     188.99387586 188.96427241 189.01362414 189.0234931
 189.00375517 189.04323103 189.03335862 189.08271034 189.01362414
 189.03336207 189.04323448 189.11232069 189.11232759 189.06297931
 189.13207241 189.07285517 189.21102069 189.26037586 189.2208931
 189.13206207 189.14194138 189.13207241 189.05311379 189.06298276
 189.12219655 189.11232759 189.10246207 189.11232759 189.20115862
 189.27024828 191.32318621 195.0145     196.1890069  196.11005172
 193.93868276 194.96514483 197.13651724 195.66590345 194.99475172
 194.43217586 196.40613103 196.26796897 194.52100345 195.04409655
 195.82383103 196.3271931  194.3630931  195.08359655 194.86645172
 195.09345517 194.26438966 193.91894138 194.58022414 193.13923448
 192.1028931  192.58651724 193.19844828 193.59323448 192.70495862
 191.50084483 191.70808966 192.49769655 191.85614483 191.10603793
 189.45776897 190.4644931  191.23434828 190.96785517 190.03023103
 189.47750345 189.53673103 189.33933793 189.98088276 189.75387241
 189.28012069 188.90506552 188.81623103 188.65831379 188.73726552]",189.02037767695094,194.88826751361157,"[-0.05936643 -0.05939591 -0.05940941 ... -0.05726229 -0.05722906
 -0.05719538]",-57.840904163000744,-51.51562776499513,[0. 0. 0. ... 0. 0. 0.],"[ 4.13793103  6.20689655  8.27586207  6.89655172  9.65517241 14.48275862
 11.03448276  6.89655172 14.48275862 11.03448276 33.10344828 56.55172414
 53.10344828 40.68965517 40.         24.13793103 16.55172414 10.34482759
  8.27586207  5.51724138]",6.380905571220391,45.87353734985471
